artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Norah Jones,Those Sweet Words,64,202640,0,0.798,0.234,2,-10.699,1,0.0317,0.875,0.000626,0.134,0.403,103.152,4,j-pop
Berry Goodman,さくら,36,283493,0,0.667,0.83,3,-5.173,1,0.0492,0.229,0.0,0.0873,0.691,96.026,4,j-pop
BOØWY,“16”,35,236146,0,0.555,0.935,4,-5.294,1,0.112,0.0114,0.00176,0.214,0.376,99.475,4,j-pop
EXILE,Pure,36,246146,0,0.711,0.687,5,-5.498,1,0.027,0.351,0.0,0.288,0.318,110.981,4,j-pop
PornoGraffitti,ジョバイロ,35,262320,0,0.711,0.928,9,-4.791,0,0.0409,0.179,0.0,0.331,0.775,126.032,4,j-pop
Hinatazaka46,好きということは…,36,268560,0,0.454,0.892,8,-2.908,1,0.0624,0.0628,0.0,0.333,0.604,147.969,4,j-pop
Mr.Children,渇いたkiss,35,314000,0,0.525,0.603,2,-7.399,1,0.0249,0.324,0.000238,0.12,0.507,89.868,4,j-pop
neguse.,秋の終,37,225960,0,0.387,0.843,8,-3.44,1,0.0523,0.00287,0.0,0.367,0.625,185.682,4,j-pop
=LOVE,僕のヒロイン,36,251493,0,0.5,0.943,6,-3.204,1,0.0472,0.0292,0.0,0.0349,0.563,163.998,4,j-pop
Bo Sundström,Som vanligt,36,174040,0,0.483,0.146,3,-13.221,1,0.0329,0.853,8.51e-05,0.151,0.288,82.335,3,j-pop
Bo Kaspers Orkester,Vi kommer aldrig att dö,37,264226,0,0.664,0.499,5,-12.929,0,0.0298,0.0589,0.000826,0.103,0.194,110.153,4,j-pop
Reginaldo Rossi,"Amor, Amor, Amor",37,218333,0,0.615,0.772,11,-10.51,1,0.0325,0.0542,0.000156,0.0586,0.937,132.646,4,j-pop
Ronnie Von,Pra Ser Só Minha Mulher,37,245706,0,0.453,0.482,7,-7.522,0,0.0417,0.786,2.64e-06,0.222,0.365,133.535,4,j-pop
Jack Jones,Mistletoe And Holly,0,101826,0,0.451,0.566,6,-10.766,1,0.0382,0.697,0.0,0.119,0.847,98.439,1,j-pop
Mike Mohede,Tetap Setia,37,273573,0,0.347,0.515,5,-6.115,1,0.0279,0.555,0.0,0.139,0.278,125.927,4,j-pop
Luiz Ayrao,Nossa Canção,37,158854,0,0.411,0.577,9,-5.557,1,0.0543,0.65,0.0,0.153,0.357,184.085,4,j-pop
Jack Jones,Do You Hear What I Hear?,0,179066,0,0.304,0.34,3,-12.157,1,0.0298,0.88,4e-05,0.223,0.308,96.632,4,j-pop
Jack Jones,Mistletoe And Holly,0,101826,0,0.451,0.566,6,-10.766,1,0.0382,0.697,0.0,0.119,0.847,98.439,1,j-pop
Jack Jones,Do You Hear What I Hear?,0,179066,0,0.304,0.34,3,-12.157,1,0.0298,0.88,4e-05,0.223,0.308,96.632,4,j-pop
Jack Jones,Wives And Lovers,0,149920,0,0.485,0.511,5,-10.818,0,0.0318,0.597,0.0,0.169,0.531,129.251,3,j-pop
Stefan Sundström,Har någon sett Sabina?,36,257186,0,0.487,0.856,11,-4.253,0,0.0316,0.00519,0.000164,0.179,0.433,108.694,4,j-pop
Jack Jones,Mistletoe And Holly,0,101826,0,0.451,0.566,6,-10.766,1,0.0382,0.697,0.0,0.119,0.847,98.439,1,j-pop
Jack Jones,Mistletoe And Holly,0,101826,0,0.451,0.566,6,-10.766,1,0.0382,0.697,0.0,0.119,0.847,98.439,1,j-pop
Jack Jones,Mistletoe And Holly,0,101826,0,0.451,0.566,6,-10.766,1,0.0382,0.697,0.0,0.119,0.847,98.439,1,j-pop
Junko Yagami,黄昏のBAY CITY,60,250373,0,0.775,0.837,9,-5.462,0,0.0343,0.5,0.00235,0.298,0.842,115.099,4,j-pop
yama,a.m.3:21,54,208409,0,0.634,0.736,5,-5.006,0,0.109,0.295,0.00011,0.215,0.752,110.169,4,j-pop
Vaundy,life hack,62,226443,0,0.711,0.655,11,-5.987,0,0.047,0.0233,0.00045,0.115,0.759,90.981,4,j-pop
OHAYO;Shake Pepper;Yvngboi P,GAL - Mixed,49,146629,1,0.826,0.453,1,-12.285,1,0.336,0.00439,0.0,0.372,0.807,156.307,4,j-pop
BURNOUT SYNDROMES,ヒカリアレ,47,244800,0,0.311,0.944,7,-1.734,1,0.14,0.0116,0.0,0.383,0.398,177.948,4,j-pop
Yuuri,インフィニティ,54,245853,0,0.555,0.66,2,-5.193,1,0.0531,0.228,0.0,0.215,0.786,177.999,4,j-pop
Fujii Kaze,damn,54,259237,0,0.71,0.758,7,-7.993,1,0.0331,0.00348,5.87e-05,0.0999,0.695,129.984,4,j-pop
Rie fu,Life is Like a Boat,49,300306,0,0.666,0.371,11,-8.471,1,0.0274,0.502,4.55e-05,0.211,0.468,100.258,4,j-pop
Vaundy,怪獣の花唄,71,224806,0,0.425,0.939,2,-3.498,1,0.054,0.00361,0.0,0.331,0.638,150.015,4,j-pop
Tommy heavenly6,Pray,50,271106,0,0.392,0.956,11,-3.663,1,0.0939,9.72e-05,0.0278,0.145,0.541,178.05,4,j-pop
RADWIMPS,Zenzenzense - English Version,40,279026,0,0.356,0.888,11,-3.872,1,0.114,0.000273,0.0,0.0675,0.642,189.591,4,j-pop
AmPm;Michael Kaneko,Best Part Of Us,36,241040,0,0.76,0.679,10,-7.966,0,0.0354,0.142,0.0814,0.101,0.598,113.989,4,j-pop
Yumi Matsutoya,最後の春休み,35,282243,0,0.518,0.412,11,-8.893,0,0.0285,0.6,0.00123,0.0993,0.295,79.677,4,j-pop
Shota Shimizu,I miss you -refrain-,36,329346,0,0.588,0.666,0,-4.621,1,0.0251,0.234,0.0,0.317,0.585,97.994,4,j-pop
MAN WITH A MISSION,Seven Deadly Sins,56,207000,0,0.368,0.967,8,-1.199,0,0.15,0.00497,0.0,0.223,0.345,142.887,3,j-pop
SPYAIR,サムライハート(Some Like It Hot!!),57,191493,0,0.603,0.961,3,-2.069,1,0.0636,0.00319,6.09e-06,0.0477,0.549,113.02,4,j-pop
Michael Bublé,I'll Never Not Love You,60,218390,0,0.492,0.791,11,-5.045,1,0.0703,0.00816,1.87e-05,0.11,0.585,144.363,4,j-pop
Fujii Kaze,Tsumi No Kaori,50,214200,0,0.517,0.861,11,-5.745,0,0.0644,0.0466,0.0,0.31,0.842,154.963,4,j-pop
KOBUKURO,流星,35,307660,0,0.376,0.551,11,-5.037,1,0.0292,0.698,1.01e-06,0.324,0.256,153.855,4,j-pop
Big Star,Thirteen,54,154480,0,0.456,0.344,0,-10.296,0,0.0298,0.565,9.19e-06,0.114,0.359,117.116,4,j-pop
櫻坂46,On my way,36,228573,0,0.633,0.893,9,-3.898,1,0.0544,0.0562,0.0,0.124,0.675,137.931,4,j-pop
EXILE,時の描片 〜トキノカケラ〜,35,297133,0,0.686,0.781,7,-4.441,1,0.0272,0.146,0.0,0.0593,0.752,102.983,4,j-pop
Yura Yunita,Kataji,36,222537,0,0.872,0.581,10,-4.771,0,0.0593,0.289,7.72e-06,0.0787,0.691,99.948,4,j-pop
サザンオールスターズ,Oh!クラウディア,35,207507,0,0.509,0.552,7,-8.124,1,0.0323,0.591,0.0,0.262,0.349,138.109,4,j-pop
Dohzi-T,願い feat.YU-A <acoustic ver.>,35,325933,0,0.607,0.613,2,-6.69,1,0.0852,0.727,0.0,0.332,0.587,168.735,4,j-pop
Mr.Children,CHILDREN'S WORLD,35,307640,0,0.516,0.879,9,-8.289,1,0.0339,0.00789,7.35e-05,0.305,0.886,139.907,4,j-pop
櫻坂46,Plastic regret,36,221853,0,0.711,0.893,2,-3.687,1,0.0323,0.428,0.0,0.385,0.855,127.963,4,j-pop
TUBE,ガラスのメモリーズ,35,255146,0,0.598,0.891,4,-3.923,0,0.0533,0.571,0.0,0.31,0.573,111.71,4,j-pop
Berry Goodman,Hello,36,242946,0,0.72,0.64,8,-7.577,1,0.0461,0.42,0.0,0.117,0.581,94.985,4,j-pop
Creep Hyp,君が猫で僕が犬,35,224906,0,0.726,0.738,0,-4.952,1,0.0243,0.23,0.000111,0.311,0.916,105.99,4,j-pop
YUKI,メランコリニスタ,35,264653,0,0.76,0.842,1,-4.446,1,0.0421,0.229,0.0139,0.358,0.625,114.839,4,j-pop
My Hair is Bad,悪口たち,36,153360,0,0.669,0.888,10,-3.798,1,0.0502,0.0116,0.0,0.247,0.842,137.861,4,j-pop
Ello,Kisah Kita T'lah Usai,36,278173,0,0.501,0.45,11,-7.416,1,0.0266,0.264,1.03e-05,0.104,0.282,144.072,4,j-pop
Lisa Ekdahl,Stop! In the Name of Love,36,229480,0,0.729,0.229,7,-12.156,0,0.0317,0.949,0.0669,0.131,0.364,107.969,4,j-pop
9mm Parabellum Bullet,Vampiregirl,0,191786,0,0.378,0.934,11,-3.702,0,0.107,0.0013,0.0149,0.322,0.602,159.829,4,j-pop
the shes gone,君のパレード,36,212560,0,0.536,0.836,8,-4.491,1,0.0388,0.0225,0.0,0.115,0.664,133.071,4,j-pop
GLAY;EXILE,SCREAM,35,327120,0,0.596,0.927,7,-3.962,1,0.0546,0.0294,0.0,0.0708,0.588,108.043,4,j-pop
Novelbright,Count on me,36,218173,0,0.326,0.951,5,-0.874,1,0.0676,0.0225,0.0,0.46,0.599,169.825,4,j-pop
9mm Parabellum Bullet,Vampiregirl,1,191786,0,0.378,0.934,11,-3.702,0,0.107,0.0013,0.0149,0.322,0.602,159.829,4,j-pop
9mm Parabellum Bullet,Vampiregirl,1,191786,0,0.378,0.934,11,-3.702,0,0.107,0.0013,0.0149,0.322,0.602,159.829,4,j-pop
9mm Parabellum Bullet,Vampiregirl,1,191786,0,0.378,0.934,11,-3.702,0,0.107,0.0013,0.0149,0.322,0.602,159.829,4,j-pop
Asu Maralman,Yalanmış,37,181280,0,0.578,0.737,0,-4.463,0,0.0342,0.621,0.0,0.69,0.734,102.909,4,j-pop
Glenn Fredly,Medley: Sedih Tak Berujung / Akhir Cerita Cinta (Live) - Together Whatever Sessions Live,36,605100,0,0.329,0.41,2,-11.87,1,0.0488,0.0136,7.02e-05,0.147,0.141,124.21,4,j-pop
Tulus,Langit Abu - Abu - Live,37,267990,0,0.256,0.204,2,-13.925,1,0.0843,0.814,0.0,0.702,0.323,77.735,1,j-pop
Erasmo Carlos;Marisa Monte,Tema de não quero ver você triste,38,187960,0,0.647,0.39,2,-11.333,1,0.0353,0.804,7.74e-06,0.0808,0.318,97.98,4,j-pop
Bo Kaspers Orkester,Det smartaste jag gjort,36,247400,0,0.51,0.499,10,-10.563,1,0.0299,0.397,0.00565,0.107,0.312,90.366,4,j-pop
Marie Fredriksson,Mot okända hav,36,233813,0,0.362,0.212,8,-10.707,1,0.0319,0.922,0.00238,0.139,0.138,144.851,4,j-pop
Reynaldo Armas,Mi Credo,37,243293,0,0.67,0.545,0,-9.346,1,0.0371,0.622,0.0,0.311,0.886,91.042,3,j-pop
Paulo Sérgio,No Dia Em Que Parti,37,142360,0,0.604,0.582,2,-5.651,1,0.0491,0.524,0.0,0.262,0.749,133.017,4,j-pop
Madeleine Peyroux,Careless Love,36,231786,0,0.701,0.419,1,-9.912,1,0.0397,0.828,0.0368,0.112,0.327,108.244,4,j-pop
Alka Yagnik;Arijit Singh,Agar Tum Saath Ho,73,341054,0,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4,k-pop
LISA,MONEY,78,168227,0,0.826,0.553,1,-10.121,0,0.234,0.163,4.12e-05,0.135,0.4,140.037,4,k-pop
Crush;j-hope,Rush Hour (Feat. j-hope of BTS),83,177302,0,0.738,0.714,0,-5.235,1,0.249,0.157,0.0,0.31,0.74,95.035,4,k-pop
JENNIE,SOLO,73,169566,0,0.752,0.642,3,-5.165,0,0.0869,0.0861,0.0,0.0953,0.388,95.043,4,k-pop
BTS;Halsey,Boy With Luv (feat. Halsey),80,229773,0,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4,k-pop
Jubin Nautiyal,Tu Banke Hawa,32,288020,0,0.273,0.588,1,-9.564,0,0.0579,0.265,0.000307,0.178,0.138,88.045,4,k-pop
LISA,LALISA,73,200689,0,0.804,0.652,8,-6.282,1,0.0898,0.0267,0.000782,0.118,0.854,150.076,4,k-pop
Dhanush;Anirudh Ravichander,"Mayakkama Kalakkama (From ""Thiruchitrambalam"")",77,142258,0,0.789,0.536,9,-5.422,0,0.0424,0.604,2.09e-06,0.088,0.877,124.029,4,k-pop
BTS,Life Goes On,79,207481,0,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,4,k-pop
Alka Yagnik;Alap Desai,Gayatri Mantra,31,245000,0,0.42,0.341,0,-8.075,1,0.0325,0.942,0.00123,0.105,0.193,107.862,4,k-pop
Jubin Nautiyal;Meet Bros.;Shardul Rathod,Dil Galti Kar Baitha Hai,67,273272,0,0.612,0.78,1,-5.123,0,0.0814,0.0781,0.0,0.0593,0.554,92.059,4,k-pop
BTS,Dynamite,85,199053,0,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4,k-pop
Jubin Nautiyal;Rocky - Shiv,Humnava Mere,72,328992,0,0.401,0.553,5,-8.263,0,0.0337,0.47,2.96e-06,0.124,0.364,79.144,4,k-pop
BLACKPINK,Pink Venom,85,186964,0,0.794,0.719,0,-7.227,1,0.0761,0.0119,0.0,0.276,0.69,90.016,4,k-pop
Yuvan Shankar Raja;Dhanush,Rendu Raaja,36,202718,0,0.607,0.695,0,-9.537,1,0.0567,0.163,4.26e-06,0.109,0.594,150.061,4,k-pop
BLACKPINK,Typa Girl,82,179172,1,0.918,0.585,7,-7.781,1,0.0889,0.0627,0.0,0.624,0.519,131.966,4,k-pop
BLACKPINK,Hard to Love,80,162569,1,0.647,0.723,5,-6.214,1,0.0491,0.00503,0.0,0.176,0.443,105.001,4,k-pop
BLACKPINK,How You Like That,75,180956,0,0.813,0.787,11,-4.254,1,0.0777,0.0452,0.000107,0.0506,0.326,130.018,4,k-pop
BTS,FAKE LOVE,76,242333,0,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502,4,k-pop
BLACKPINK,Shut Down,87,175889,0,0.813,0.657,0,-6.447,1,0.0372,0.00269,0.0,0.183,0.651,110.053,3,k-pop
Yuvan Shankar Raja;Dhanush,Rendu Raaja,66,202718,0,0.607,0.695,0,-9.537,1,0.0567,0.163,4.26e-06,0.109,0.594,150.061,4,k-pop
Dhanush;Anirudh Ravichander,"Thaai Kelavi (From ""Thiruchitrambalam"")",76,258909,0,0.661,0.92,9,-3.469,0,0.188,0.0352,1.4e-05,0.314,0.494,82.508,4,k-pop
Jubin Nautiyal,Shri Krishna Govind Hare Murari,66,153002,0,0.59,0.632,7,-7.996,1,0.0376,0.301,0.0,0.169,0.345,110.0,4,k-pop
Dhanush;Anirudh Ravichander,"Megham Karukatha (From ""Thiruchitrambalam"")",80,290400,0,0.429,0.614,4,-6.573,0,0.0709,0.513,0.000316,0.0922,0.743,149.966,3,k-pop
BTS,Euphoria,78,228615,0,0.637,0.799,2,-4.518,1,0.0338,0.394,0.0,0.0921,0.57,104.996,4,k-pop
Yuvan Shankar Raja,Veera Soora,36,205145,0,0.552,0.742,2,-7.801,1,0.118,0.219,2.25e-05,0.21,0.537,200.029,4,k-pop
Yuvan Shankar Raja,Veera Soora,70,205145,0,0.518,0.723,2,-8.075,1,0.137,0.157,1.2e-05,0.107,0.363,100.118,4,k-pop
Yuvan Shankar Raja;Anthony Daasan,Yaarum Illa,34,205435,0,0.603,0.64,0,-5.601,1,0.0318,0.258,0.0,0.349,0.699,129.988,4,k-pop
BLACKPINK,DDU-DU DDU-DU,71,209355,0,0.671,0.859,4,-3.922,0,0.0833,0.0313,0.0,0.267,0.39,139.931,4,k-pop
Yuvan Shankar Raja;Sid Sriram,Pinju Pinju Mazhai,30,318427,0,0.746,0.649,11,-10.096,0,0.0327,0.587,1.23e-05,0.134,0.654,104.984,4,k-pop
BTS,Run BTS,84,204939,0,0.724,0.818,8,-3.747,1,0.168,0.0201,0.0,0.0358,0.696,77.004,4,k-pop
BTS,Yet To Come,85,193593,0,0.559,0.885,1,-4.515,1,0.189,0.0432,0.0,0.333,0.683,172.029,4,k-pop
Yuvan Shankar Raja;Sid Sriram,High On Love,65,240169,0,0.627,0.779,4,-4.944,0,0.0392,0.214,9.34e-06,0.112,0.619,149.929,4,k-pop
BLACKPINK,Pink Venom,83,186964,0,0.794,0.719,0,-7.227,1,0.0761,0.0119,0.0,0.276,0.69,90.016,4,k-pop
Yuvan Shankar Raja;MC Vickey;Durai,"Thotta Load Aage Waiting - From ""Laththi""",47,198971,0,0.78,0.739,9,-8.896,0,0.0567,0.0292,1.18e-06,0.0799,0.593,91.99,4,k-pop
Yuvan Shankar Raja;Sarath Santosh,Ganjai Poovu,47,237660,0,0.6,0.687,8,-7.939,1,0.326,0.359,0.0,0.245,0.671,164.911,3,k-pop
BTS,Permission to Dance,80,187585,0,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,4,k-pop
Yuvan Shankar Raja;Udit Narayan,Enkeyoo Partha,68,320960,0,0.822,0.446,7,-8.899,0,0.0321,0.486,0.00102,0.147,0.654,119.994,4,k-pop
Yuvan Shankar Raja;Tanvi Shah,Iragai Poley,65,317739,0,0.875,0.539,3,-8.364,0,0.0367,0.0586,0.0047,0.116,0.305,115.004,4,k-pop
Yuvan Shankar Raja;Narayanan Ravishankar,Aakasam Adhiri Pada,43,248450,0,0.742,0.692,4,-9.267,0,0.237,0.464,1.39e-05,0.0951,0.628,149.949,4,k-pop
Yuvan Shankar Raja;Ranjith Govind;Pavithra Chari,Manase Manihaarame,46,229536,0,0.661,0.53,7,-10.747,1,0.0974,0.187,0.0,0.142,0.661,157.523,3,k-pop
Alka Yagnik;Arijit Singh,"Agar Tum Saath Ho (From ""Tamasha"")",72,341054,0,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4,k-pop
BTS,Butter,83,164952,0,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,4,k-pop
Yuvan Shankar Raja,Pogadhe,65,330400,0,0.658,0.407,4,-12.007,1,0.0364,0.727,1.26e-06,0.139,0.137,80.164,4,k-pop
Yuvan Shankar Raja;Senthil Dass,Aakasam Maaruthalli,21,107550,0,0.692,0.431,0,-9.158,0,0.0295,0.336,1.59e-05,0.166,0.416,99.951,4,k-pop
Yuvan Shankar Raja,Oru Naalil,63,384256,0,0.712,0.422,6,-10.688,1,0.046,0.307,1.71e-05,0.067,0.772,80.014,4,k-pop
Yuvan Shankar Raja;Hariharan,Venmegam,66,274853,0,0.803,0.426,3,-11.54,1,0.0742,0.418,2.23e-05,0.11,0.556,114.945,4,k-pop
Yuvan Shankar Raja,Kaadhal Endral,66,87133,0,0.638,0.324,0,-7.787,0,0.0321,0.923,3.35e-05,0.151,0.446,129.932,4,k-pop
Yuvan Shankar Raja;Sid Sriram,"Kanja Poovu Kannala (From ""Viruman"")",74,237558,0,0.72,0.692,8,-6.354,1,0.0894,0.291,0.0,0.177,0.52,110.011,4,k-pop
Yuvan Shankar Raja;Aditi Shankar,Madura Veeran,67,229500,0,0.677,0.551,7,-9.477,1,0.0636,0.393,0.0,0.13,0.697,157.485,3,k-pop
BTS,Butter,78,164441,0,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,4,k-pop
Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),64,258877,0,0.528,0.615,5,-7.118,1,0.0372,0.491,0.000111,0.104,0.225,123.988,4,k-pop
Jubin Nautiyal,Tujhe Kitna Chahein Aur (Film Version),62,276244,0,0.358,0.252,11,-9.51,1,0.0346,0.604,0.0,0.0915,0.284,145.549,4,k-pop
IVE,After LIKE,88,176973,0,0.68,0.922,0,-1.215,1,0.121,0.103,0.0,0.0877,0.799,125.014,4,k-pop
Jubin Nautiyal;Shashwat Sachdev,"Ik Tu Hai ❤️ (From ""Attack"")",61,250633,0,0.514,0.601,0,-8.046,1,0.0677,0.302,0.0,0.075,0.452,92.648,4,k-pop
Jubin Nautiyal;Emraan Hashmi,Lut Gaye,64,228031,0,0.638,0.785,10,-2.612,1,0.044,0.185,0.0,0.245,0.515,91.101,4,k-pop
TWICE,Talk that Talk,86,177466,0,0.772,0.907,3,-2.438,0,0.124,0.136,0.0,0.334,0.783,119.973,4,k-pop
EXO,Love Shot,74,200306,0,0.689,0.678,5,-4.287,0,0.119,0.0702,0.0,0.0889,0.335,145.883,4,k-pop
LE SSERAFIM,FEARLESS,83,168437,0,0.863,0.62,7,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971,4,k-pop
BLACKPINK,Tally,78,184248,1,0.693,0.606,7,-5.997,1,0.0308,0.00817,0.0,0.0942,0.447,129.942,4,k-pop
CHANYEOL;Punch,Stay With Me,73,192441,0,0.558,0.526,0,-4.686,0,0.033,0.431,0.0,0.126,0.202,124.709,4,k-pop
Alka Yagnik;Udit Narayan,Ae Mere Humsafar,63,355840,0,0.436,0.499,7,-12.909,0,0.0356,0.499,5.01e-05,0.308,0.551,103.104,4,k-pop
BLACKPINK,Pretty Savage,71,199122,0,0.699,0.588,9,-6.533,0,0.0402,0.00807,0.000131,0.107,0.35,151.971,4,k-pop
BLACKPINK;Selena Gomez,Ice Cream (with Selena Gomez),70,175813,0,0.791,0.733,9,-3.852,1,0.35,0.0305,0.000169,0.0423,0.913,159.974,4,k-pop
BLACKPINK,Shut Down,73,175889,0,0.813,0.657,0,-6.447,1,0.0372,0.00269,0.0,0.183,0.651,110.053,3,k-pop
BTS,Blood Sweat & Tears,75,217051,0,0.584,0.885,0,-3.571,0,0.104,0.0244,0.0,0.357,0.605,92.9,4,k-pop
Jagjit Singh,Hoshwalon Ko Khabar Kya,62,307000,0,0.527,0.447,6,-12.014,1,0.0311,0.243,0.0,0.255,0.536,94.051,4,k-pop
BLACKPINK,Lovesick Girls,73,192765,0,0.658,0.732,6,-4.762,1,0.0654,0.00513,0.0,0.13,0.409,127.995,4,k-pop
Anupam Roy,Aisi Raaton,62,218930,0,0.517,0.443,9,-8.946,1,0.0529,0.88,0.000141,0.0989,0.538,176.035,4,k-pop
BTS,For Youth,78,264480,0,0.633,0.511,2,-5.665,1,0.0368,0.434,0.0,0.248,0.29,116.855,3,k-pop
BOL4,Some,74,181373,0,0.659,0.799,1,-2.849,0,0.0629,0.417,0.0,0.0562,0.782,103.991,4,k-pop
Yuvan Shankar Raja;Haricharan;Tanvi Shah,Thuli Thuli,62,283346,0,0.709,0.528,7,-7.429,0,0.0309,0.256,0.00189,0.112,0.649,91.999,4,k-pop
Yuvan Shankar Raja;Tanvi Shah,En Kadhal Solla,62,293893,0,0.874,0.412,0,-5.746,0,0.0313,0.035,0.00684,0.102,0.56,105.019,4,k-pop
BTS,Spring Day,76,274097,0,0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994,4,k-pop
BLACKPINK,Kill This Love,71,189052,0,0.738,0.861,2,-4.141,1,0.237,0.318,0.00182,0.325,0.58,131.98,4,k-pop
BTS,Filter,76,180220,0,0.779,0.762,10,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043,4,k-pop
Yuvan Shankar Raja;Dhanush;Dhee,Rowdy Baby,62,281440,0,0.668,0.703,10,-8.192,0,0.199,0.281,0.0029,0.159,0.588,176.889,3,k-pop
Yuvan Shankar Raja;Vijay Yesudas,Kaadhal Vaithu,60,309000,0,0.679,0.645,10,-11.743,0,0.0361,0.032,0.131,0.213,0.653,100.217,4,k-pop
Jubin Nautiyal,Meri Maa Ke Barabar Koi Nahi,63,298045,0,0.586,0.687,6,-5.079,1,0.0258,0.591,0.0,0.178,0.503,81.009,4,k-pop
SEVENTEEN,HOT,80,197586,0,0.765,0.777,5,-4.376,0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,4,k-pop
Dhanush;Selvaraghavan,Kadhal Yen Kadhal,62,367446,0,0.823,0.689,10,-7.791,0,0.0639,0.247,0.000139,0.133,0.569,104.996,4,k-pop
Jubin Nautiyal;Prakriti Kakar,"Gazab Ka Hai Din (From ""Dil Juunglee"")",62,236325,0,0.325,0.421,2,-8.636,1,0.0566,0.661,4.83e-06,0.0825,0.203,170.376,4,k-pop
BLACKPINK,BOOMBAYAH,77,240793,0,0.661,0.836,5,-3.164,0,0.059,0.00268,0.0,0.497,0.396,124.952,4,k-pop
BTS,IDOL,75,222732,0,0.733,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.42,126.035,4,k-pop
BLACKPINK,As If It's Your Last,77,213264,0,0.786,0.852,8,-2.687,1,0.0813,0.0687,0.0,0.0759,0.455,125.036,4,k-pop
Yuvan Shankar Raja;Silambarasan TR;Blaze,Loosu Pennae,60,411706,0,0.673,0.486,5,-7.987,0,0.103,0.475,0.00022,0.0906,0.535,191.943,4,k-pop
BLACKPINK,Yeah Yeah Yeah,77,178923,0,0.732,0.555,1,-7.902,0,0.034,0.00522,4.65e-06,0.0586,0.65,124.011,4,k-pop
Yuvan Shankar Raja;Haricharan;Sagar Desai,Chiru Chiru,62,284466,0,0.722,0.496,7,-7.554,0,0.0327,0.223,0.000507,0.103,0.645,92.007,4,k-pop
BLACKPINK,The Happiest Girl,78,222025,0,0.439,0.352,0,-9.632,1,0.057,0.587,0.0,0.14,0.548,181.517,3,k-pop
Jagjit Singh,Hothon Se Chhu Lo Tum - From Prem Geet,62,297706,0,0.557,0.327,4,-13.651,1,0.0273,0.844,0.000732,0.118,0.61,98.225,4,k-pop
Yuvan Shankar Raja;Sid Sriram,Kanja Poovu Kannala,61,237558,0,0.675,0.692,8,-6.353,1,0.0963,0.29,0.0,0.178,0.514,109.971,4,k-pop
Yuvan Shankar Raja;Roop Kumar Rathod,Oru Devathai,63,296760,0,0.625,0.492,0,-9.618,0,0.0332,0.163,0.000781,0.111,0.28,120.033,4,k-pop
Yuvan Shankar Raja,Oh Shala Oh Shala,63,254033,0,0.717,0.624,1,-7.096,1,0.0381,0.0754,0.000762,0.0989,0.472,159.926,4,k-pop
Yuvan Shankar Raja;Harini Ivaturi;Justin Prabhakaran,"Ee Raathale (From ""Radhe Shyam"")",63,232762,0,0.63,0.528,9,-8.574,0,0.0311,0.0284,2.63e-06,0.107,0.551,124.0,4,k-pop
BLACKPINK,Ready For Love,76,184677,0,0.564,0.682,6,-6.688,1,0.113,0.0146,0.0,0.123,0.551,107.597,4,k-pop
Yuvan Shankar Raja,Yedho Ondru Ennai,63,213520,0,0.858,0.447,10,-7.917,1,0.0343,0.67,9.19e-05,0.0738,0.256,119.98,4,k-pop
Yuvan Shankar Raja;Kay Kay,Kadhal Valarthen,62,448641,0,0.711,0.647,0,-7.44,0,0.0578,0.484,1.31e-06,0.0863,0.458,122.918,4,k-pop
Yuvan Shankar Raja;Ajesh;Andrea Jeremiah,Idhu Varai,64,284480,0,0.67,0.517,5,-6.963,0,0.039,0.481,2.49e-05,0.217,0.615,77.514,4,k-pop
Yuvan Shankar Raja;Sadhana Sargam,Manmadhane Nee,60,271339,0,0.614,0.77,5,-6.622,0,0.0574,0.333,0.000144,0.405,0.423,89.91,4,k-pop
Ilaiyaraaja;S. Janaki,"Thendral Vandhu Theendumbothu (From ""Avatharam"")",62,321056,0,0.583,0.46,4,-11.509,0,0.035,0.751,0.000147,0.146,0.534,129.904,4,k-pop
BTS,Pied Piper,75,245620,0,0.583,0.712,2,-4.942,0,0.0326,0.2,0.0,0.268,0.778,94.051,4,k-pop
